rmedian,gmax,diff
0.10773643024310547,0.09902102579427789,0.008715404448827582
0.4626303842555655,0.5291199851602636,-0.06648960090469808
0.23649701313106403,0.2493335181870307,-0.012836505055966674
0.07752941415890657,0.11381727102790563,-0.03628785686899906
0.10447675554406399,0.12096809433855937,-0.01649133879449538
0.10528903483259874,0.13029082341352355,-0.025001788580924805
0.2798527616091865,0.28524575331684987,-0.005392991707663386
0.23309993382071514,0.23901626915860183,-0.005916335337886686
0.31487519800391806,0.2750584049841053,0.03981679301981278
0.23938877867919717,0.19415887410642726,0.0452299045727699
0.053208650137320394,0.11108127893588866,-0.05787262879856827
0.12289973597484763,0.11381727102790563,0.009082464946941995
0.22498783206275763,0.20815230647445804,0.016835525588299594
0.2724698370087786,0.25483352226468575,0.01763631474409283
0.23747655137723694,0.1925408834888737,0.04493566788836326
0.34716711144577594,0.3094407056071184,0.03772640583865755
0.3286305157887646,0.3080654135821979,0.02056510220656671
0.12017714255371097,0.13177703052470444,-0.01159988797099347
0.18882309269465836,0.17864618055668693,0.010176912137971422
0.16194265506791838,0.1474781235233926,0.014464531544525788
0.15158445953989577,0.13835273065068768,0.013231728889208094
0.15577568084451293,0.13538030870311432,0.02039537214139861
0.44079210603048213,0.3808500992087611,0.05994200682172102
0.1638292337887478,0.166621918403833,-0.0027926846150851947
0.16413211603657957,0.15897871113760212,0.005153404898977448
0.17021308644921912,0.1809783761253121,-0.01076528967609297
0.13055282520364345,0.11037375486623333,0.02017907033741012
0.17924319764645158,0.14380646899583927,0.035436728650612315
0.23530442115452244,0.48471830808387784,-0.2494138869293554
0.43564758508272067,0.7220283130832764,-0.28638072800055575
0.08194487611691234,0.09831874901559508,-0.016373872898682737
0.08724375346353584,0.09254301476100738,-0.005299261297471533
0.1311202324972152,0.1134447104026097,0.01767552209460549
0.16113342618652376,0.1462335823966129,0.014899843789910855
0.10955835994966888,0.11002336199364211,-0.00046500204397323386
0.11184599657036715,0.10223409742772054,0.00961189914264661
0.8534482394186705,0.9241962407465937,-0.07074800132792314
0.19165923059567536,0.17157108429701615,0.02008814629865921
0.06818393720416666,0.08321094604561168,-0.01502700884144502
