Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,Column28,Column29,Column30,Column31,Column32,Column33,Column34,Column35,Column36,Column37,Column38,Column39,Column40,Column41,Column42,Column43,Column44,Column45,Column46,Column47,Column48,Column49,Column50,Column51,Column52,Column53,Column54,Column55,Column56,Column57,Column58,Column59,Column60,Column61,Column62,Column63,Column64,Column65,Column66,Column67,Column68,Column69,Column70,Column71,Column72,Column73,Column74,Column75,Column76,Column77,Column78,Column79,Column80,Column81,Column82,Column83
4.324073579263056e-5,4.653732942663669e-5,4.482214699887989e-5,4.753616708623928e-5,5.03084987137197e-5,8.815140958782477e-6,4.998873429742576e-6,3.7639207673175806e-5,4.099072183924939e-5,4.658972957082531e-5,4.0774749547675866e-5,5.1722873514432117e-5,4.544289166684576e-5,4.86339215970616e-5,4.945122392368795e-5,4.2442657534216424e-5,5.154601243798477e-6,2.064663053410345e-5,4.998874999372172e-6,1.6976576345420863e-5,1.6976576345420863e-5,3.9698917063817516e-5,4.324073579263056e-5,3.0411176478478943e-5,4.753616708623928e-5,1.0050590248965281e-5,4.944521876226179e-6,2.0146327626879795e-5,2.0146327626879795e-5,4.874936731415581e-5,4.13272331210957e-5,8.790988090918861e-6,3.4533080633455634e-6,4.9918665256272025e-6,5.08011727921481e-5,5.084230417637624e-5,4.0670343524508e-5,5.15067180449699e-5,4.650086706852652e-5,4.447364642864859e-5,4.593721877311539e-5,4.6492698253357317e-5,5.60612494372808e-5,3.540539431843458e-5,5.080143646242301e-5,1.044397575920962e-5,4.899118889749734e-5,3.7757692928960695e-5,3.540639373670046e-5,4.3785158682848926e-5,1.9290740530512657e-5,4.690753812840375e-5,4.563387835348542e-5,4.5334630700419716e-5,2.1010913417991625e-5,2.1010913417991625e-5,2.1010908295368074e-5,5.774445999410954e-5,4.7815374034168874e-5,4.804190749665536e-5,3.6045891591137465e-5,4.441052711553021e-5,4.942224577250877e-5,4.725345381647523e-5,3.878733518706934e-5,2.0146327626879795e-5,4.7095904340384e-5,2.3695481846296562e-5,4.701936820186741e-5,3.691511881474496e-5,4.1327257031752144e-5,5.0242388385777635e-6,5.172360323863415e-5,4.915717573463847e-5,4.8157846494067224e-5,5.884975722931203e-5,9.166209759556546e-6,5.146666211302781e-6,4.753616708623932e-5,4.754003480495308e-5,4.898697250667738e-5,1.002602370955175e-5,1.044397575920962e-5
4.33851004899738e-6,4.725743538851967e-6,4.618000414742763e-6,3.7906256203191196e-6,4.104879944204341e-6,1.3112767951302494e-6,7.080524089490909e-7,5.0076039154885974e-6,4.919582755359695e-6,3.859785992460227e-6,4.638984777935461e-6,3.2186844324188727e-6,4.196050348077839e-6,4.524314048482728e-6,3.570685451070132e-6,4.7496960690729605e-6,7.333761452834619e-7,3.89240313320977e-6,7.080526339434887e-7,3.24789540662198e-6,3.24789540662198e-6,5.246663381382007e-6,4.338510048997382e-6,5.686876056908093e-6,3.7906256203191188e-6,1.5103741885545577e-6,7.005735661603978e-7,4.0430355069974295e-6,4.043035506997428e-6,3.6151356076117547e-6,4.559103563379059e-6,1.3079343549159887e-6,1.5063953079385202e-6,7.070480411372186e-7,3.3674297530414813e-6,4.339849357102e-6,4.650557501390943e-6,3.2429265046540622e-6,3.870137362576552e-6,4.154932634474009e-6,3.979296434494249e-6,3.921015193758453e-6,2.6715755913566517e-6,5.285278803183824e-6,3.3673999492858603e-6,3.075934782632796e-6,3.57385214160544e-6,5.121919964997497e-6,5.590742552055567e-6,4.225422444667093e-6,3.5372200041543065e-6,4.963399254158384e-6,4.010973526301293e-6,4.3085270880720405e-6,4.298090861093933e-6,4.2980908610939344e-6,4.298091997895803e-6,2.498617529070511e-6,3.758406715677e-6,4.8008282126156525e-6,5.177205981854199e-6,4.575497686942155e-6,4.34288048978521e-6,4.740651073225372e-6,5.101996523167248e-6,4.0430355069974295e-6,4.429764242404376e-6,4.998179681691994e-6,4.107174713267822e-6,4.9730842241450275e-6,4.559100877914864e-6,7.10798744897894e-7,4.695991607639837e-6,4.430385519642397e-6,4.80767138804064e-6,2.3274152216788173e-6,1.3898633373080425e-6,7.322332220617154e-7,3.7906256203191188e-6,4.6000573757848415e-6,4.677482200130024e-6,1.5069862358586338e-6,3.075934782632796e-6
5.348266536442917e-5,5.8619944362447077e-5,5.683775825901023e-5,5.891705381535381e-5,6.571715853603702e-5,3.395638954384533e-5,2.564804943199835e-5,4.6390115236252725e-5,5.1317755045778006e-5,5.87276229643463e-5,5.0435986258802526e-5,6.489868325154658e-5,5.9041985376782834e-5,6.187209474723859e-5,6.084111887482403e-5,5.351966466920729e-5,2.5959000324079698e-5,5.941557307404551e-5,2.5648056735564264e-5,6.805766280657314e-5,6.805766280657314e-5,4.9047892022162915e-5,5.348266536442917e-5,3.699808286544946e-5,5.891705381535381e-5,3.595822915315773e-5,2.5350955137773804e-5,5.802087015960898e-5,5.802087015960898e-5,6.0821243170025897e-5,5.139247076305037e-5,3.387488662340947e-5,2.869120051202684e-5,2.5615440945775218e-5,6.312562007360243e-5,6.534076849408729e-5,5.032490615211857e-5,6.468640382578944e-5,5.86360467238449e-5,5.5582855699913044e-5,5.7214817707039434e-5,5.7668728206401955e-5,7.057477427524214e-5,4.381943300369267e-5,6.312588023968326e-5,2.5503816415610236e-5,6.132224297525395e-5,4.6954795083484454e-5,4.331265889365037e-5,5.5042347902880406e-5,6.366945200392427e-5,5.835133234336987e-5,5.696949148278465e-5,5.84935568694834e-5,5.506336353263768e-5,5.506336353263768e-5,5.506335304707415e-5,7.213934460812072e-5,5.9199865711477514e-5,6.020762564883339e-5,4.443107872490278e-5,5.6453525488710254e-5,6.3550454985554e-5,5.9445587047915675e-5,4.824273353847794e-5,5.802087015960898e-5,6.029705413964677e-5,2.972568339435578e-5,6.144408230093502e-5,4.620485915285671e-5,5.1392496183531544e-5,2.589226867988962e-5,6.499024053187727e-5,6.287285957834689e-5,6.032522103907936e-5,7.442052113697934e-5,3.302150389027773e-5,2.5922796459574318e-5,5.891705381535381e-5,6.025708541051143e-5,6.176111003135189e-5,3.5881886411699884e-5,2.5503816415610236e-5
6.817970744974277e-5,4.273213912436738e-5,4.10147471540215e-5,7.783546655675157e-5,3.966307026174476e-5,3.7414048259360874e-5,2.7085102281638023e-5,5.6676593150807955e-5,4.0855302338795175e-5,7.809523995161587e-5,6.314038118470188e-5,8.99868204038772e-5,3.828696275033936e-5,4.225254498833488e-5,8.11630252942603e-5,4.060188250268864e-5,2.74697536229905e-5,7.516260882541826e-5,2.70851106755262e-5,9.011683176452188e-5,9.011683176452188e-5,4.216463261044293e-5,6.817970744974277e-5,4.284806261899786e-5,7.783546655675157e-5,4.003176381777366e-5,2.6746926155617568e-5,7.288543394524388e-5,7.288543394524388e-5,8.165270992844238e-5,6.48504263307245e-5,3.731293282408972e-5,NaN,2.704763075699909e-5,8.598288711021e-5,4.178829102652838e-5,6.297039591671128e-5,8.958855903011746e-5,7.79381588938744e-5,7.212425511871191e-5,7.49083192142996e-5,7.558522009971663e-5,0.00010260772298769039,3.918537580427919e-5,8.598336047738029e-5,8.315863502543727e-5,8.274124288860604e-5,3.996495570938646e-5,4.1109868954996244e-5,7.136771000872569e-5,8.231757064947316e-5,4.477376441801204e-5,7.454726739773586e-5,3.9048758550393e-5,6.820736492913477e-5,6.820736492913477e-5,6.82073485264224e-5,0.00010591157217970928,7.831952073225517e-5,4.412669097090216e-5,5.371389133476905e-5,4.04914915122362e-5,4.118866325268263e-5,4.323150004777817e-5,4.0568601645852e-5,7.288543394524388e-5,4.0783916083977596e-5,2.8150764757227292e-5,3.832572070338133e-5,3.8481907429284626e-5,6.485046578506666e-5,2.7357627552994002e-5,4.5158922859466557e-5,4.176067451109492e-5,4.424371998416932e-5,0.00011229369261667692,3.6368935482775596e-5,2.7428015764548804e-5,7.783546655675162e-5,4.2298606566584037e-5,4.364064511119094e-5,3.993519942360152e-5,8.315863502543727e-5
5.964438152822278e-5,1.714622125604199e-5,1.6447380803651047e-5,6.688710351628219e-5,1.3732085032352865e-5,3.477414534378084e-5,2.52708560886329e-5,5.064698937070069e-5,1.8256834018142023e-5,6.64135796413544e-5,5.5706208477913425e-5,7.512530513103738e-5,1.4127470252560847e-5,1.597679684171414e-5,6.964060718242693e-5,1.7191558865243358e-5,2.5627508651115372e-5,5.8860921404647685e-5,2.527086381479664e-5,6.341815237736834e-5,6.341815237736834e-5,2.0670156171284682e-5,5.964438152822278e-5,3.9432622812138665e-5,6.688710351628219e-5,3.7168674132320185e-5,2.495981961170861e-5,5.720981341101643e-5,5.720981341101643e-5,6.942738754727212e-5,5.687627702223698e-5,3.468195213878724e-5,NaN,2.5236365196666948e-5,7.272311246729832e-5,1.4982516141645833e-5,5.5560702973927384e-5,7.480555427751341e-5,6.628456109350383e-5,6.229237854345478e-5,6.451542190675506e-5,6.517870102706712e-5,8.35295946166472e-5,2.0771658740660606e-5,7.272349758795446e-5,4.565495982732749e-5,7.008156658180492e-5,1.9583069097803212e-5,2.3815331090763704e-5,6.150876820103063e-5,6.180729455994478e-5,1.8743140551662424e-5,6.41570904138717e-5,1.4720800626092973e-5,5.49503658477193e-5,5.49503658477193e-5,5.4950352940141415e-5,8.609234358158841e-5,6.728822726749616e-5,1.766270090288201e-5,4.823035197561021e-5,1.618721047488493e-5,1.4977037751802175e-5,1.7256896548533956e-5,1.9478196199060994e-5,5.720981341101643e-5,1.5412848588730515e-5,1.778435105326103e-5,1.3697646758897026e-5,1.8467897184627522e-5,5.687631057759396e-5,2.5520828494451005e-5,1.7068046934081384e-5,1.545282841471569e-5,1.7710265640616916e-5,8.950838705720551e-5,3.383188867141008e-5,2.5589102059940745e-5,6.688710351628219e-5,1.639975179527007e-5,1.6899054213688045e-5,3.708085233832818e-5,4.565495982732749e-5
7.6843492362937e-5,5.049580493424259e-5,4.8499133377911496e-5,8.771486589609945e-5,4.760204874637755e-5,5.489288437998572e-5,4.565263079073166e-5,6.388592862804778e-5,4.7865723034291595e-5,8.823280049406313e-5,7.118253307563733e-5,0.00010155884362921207,4.567468075093292e-5,5.021726144310048e-5,9.13516151453618e-5,4.778758863456432e-5,4.579561972837829e-5,8.854789511703121e-5,4.5652644570798865e-5,0.00011041795248806,0.00011041795248806,4.9025384143513845e-5,7.6843492362937e-5,4.825834121912329e-5,8.771486589609945e-5,5.7077469691446316e-5,4.5044179908948e-5,8.589243387882838e-5,8.589243387882838e-5,9.209523986362853e-5,7.31598792655756e-5,5.474857704906352e-5,1.0317617985323716e-5,4.5591112694035504e-5,9.690441355777179e-5,4.993899268847879e-5,7.099514407656575e-5,0.00010112509090044093,8.806051575292471e-5,8.139903326195258e-5,8.448811496315379e-5,8.519689449908502e-5,0.00011583268442762044,4.5359091623626496e-5,9.690492951181933e-5,7.058675048001361e-5,9.33662708724971e-5,4.650555746263813e-5,4.728356037986062e-5,8.061790807463009e-5,9.834381472780855e-5,5.267041443312254e-5,8.41114116270577e-5,4.6476210480121444e-5,7.973164837405617e-5,7.973164837405617e-5,7.973162974085763e-5,0.00011940355128560451,8.824451476334864e-5,5.212889819836554e-5,6.055782012328651e-5,4.7903017181747844e-5,4.916236759455674e-5,5.110080600716056e-5,4.7269272238322696e-5,8.589243387882838e-5,4.85003409566921e-5,3.235795419516142e-5,4.586571367287665e-5,4.4872585499971795e-5,7.315992274956707e-5,4.625452598865896e-5,5.361685584702611e-5,4.974726501060833e-5,5.2264731556125756e-5,0.0001268476741125996,5.1877843603438236e-5,4.572783189917401e-5,8.771486589609945e-5,5.01507136858316e-5,5.172268973805598e-5,5.694356591293946e-5,7.058675048001361e-5
8.286827964080066e-5,4.734707275354261e-5,4.540995596049932e-5,9.516581470367619e-5,4.3028677517599595e-5,3.6284816166727274e-5,2.431660864904413e-5,6.84142193433417e-5,4.583327552498593e-5,9.563607074299674e-5,7.651932463558745e-5,0.00011097264474429839,4.188555463485557e-5,4.644287058959095e-5,9.937354233453818e-5,4.525236990136532e-5,2.4798040306223808e-5,8.925702301042183e-5,2.431661629153983e-5,0.00010615150429954705,0.00010615150429954705,4.7820090275565966e-5,8.286827964080066e-5,5.128118391453642e-5,9.516581470367619e-5,3.9534860834797425e-5,2.4022790263469153e-5,8.648623148253714e-5,8.648623148253714e-5,0.00010012199424042739,7.870287251118387e-5,3.618492291911726e-5,1.0210570125389026e-5,2.4282492228480536e-5,0.00010567751344506091,4.5588160802336356e-5,7.63080065644152e-5,0.00011046266560486045,9.543742232956641e-5,8.794214700973797e-5,9.146293098779459e-5,9.229524516073023e-5,0.0001276160703843262,4.474880349305071e-5,0.00010567811654578705,3.678624606825865e-5,0.00010155351202355906,4.528295586095722e-5,4.73863137418017e-5,8.702276135893648e-5,9.75179227420241e-5,4.991502210973667e-5,9.102008957405911e-5,4.2851513211343574e-5,8.103821372336433e-5,8.103821372336433e-5,8.103819366671352e-5,0.00013191913637648528,9.577712790937091e-5,4.8903940576426175e-5,6.47307976261934e-5,4.480353295827248e-5,4.501244262576846e-5,4.787792628205227e-5,4.587679433907768e-5,8.648623148253714e-5,4.4799444118706684e-5,3.252644321154425e-5,4.1746280643868404e-5,4.347843063264057e-5,7.870292166842504e-5,2.452411451274721e-5,4.9691183713818574e-5,4.5758366038358225e-5,4.903617078931224e-5,0.00014064109909350147,3.5900415337247103e-5,2.4759824287222732e-5,9.516581470367619e-5,4.664998873440095e-5,4.8147621792935335e-5,3.943761147920711e-5,3.678624606825865e-5
3.148385708979642e-5,2.440762652753968e-5,2.3804156916225535e-5,3.207750972770896e-5,2.2288667717671113e-5,NaN,NaN,3.0318835363738256e-5,2.4461051360744476e-5,3.184088238137248e-5,3.1015180024416835e-5,3.2399481691081105e-5,2.2227491416497744e-5,2.3833427190243764e-5,3.2315524167470934e-5,2.402032197808075e-5,NaN,2.3468950197327416e-5,NaN,2.071274020094021e-5,2.071274020094021e-5,2.5491242268754307e-5,3.148385708979642e-5,2.8102432169065494e-5,3.207750972770896e-5,NaN,NaN,2.309927377652505e-5,2.309927377652505e-5,3.216746232841872e-5,3.107586137527734e-5,NaN,NaN,NaN,3.237617022609774e-5,2.3293241691713788e-5,3.098962044989509e-5,3.2378834511839894e-5,3.182625345941903e-5,3.159776602606381e-5,3.184163872143501e-5,3.194568349338158e-5,3.2623189640629496e-5,2.489020990691007e-5,3.237619622272102e-5,1.854480361620968e-5,3.217250273167708e-5,2.4712736541496674e-5,2.607329042182964e-5,3.1434412832263794e-5,2.2521993775082167e-5,2.536769304217651e-5,3.178140688497138e-5,2.2659898678140884e-5,2.3674884488278518e-5,2.3674884488278525e-5,2.3674880842494434e-5,3.2685050479999185e-5,3.2115908370466614e-5,2.4858701961965143e-5,2.987801314849623e-5,2.3595095918003453e-5,2.3182870212857688e-5,2.4541866606879283e-5,2.480703291476477e-5,2.309927377652505e-5,2.3311638959788756e-5,2.1031514347467892e-5,2.2019487652975676e-5,2.4034155561689128e-5,3.107586705450603e-5,NaN,2.480103782957243e-5,2.350940152255675e-5,2.4897445436049874e-5,3.268808115840346e-5,NaN,NaN,3.207750972770896e-5,2.4023748877580916e-5,2.447128056547954e-5,NaN,1.8544803616209677e-5
4.620738827502279e-5,1.02117926152485e-5,9.785215444914959e-6,5.0790105013037776e-5,7.927883639868967e-6,1.4055458896526732e-5,8.336175153559972e-6,4.02268071163498e-5,1.1159472669157528e-5,4.9388978657201985e-5,4.3544836477975734e-5,5.497078054266061e-5,8.25105420597558e-6,9.385707045212233e-6,5.303179394064422e-5,1.0361080871295329e-5,8.571106042877683e-6,5.270862898785037e-5,8.336177802451195e-6,5.831468803681622e-5,5.831468803681622e-5,1.2974317845411525e-5,4.620738827502279e-5,3.2614336089792495e-5,5.0790105013037776e-5,1.5802358899538753e-5,8.241541044586184e-6,5.113941791462629e-5,5.113941791462629e-5,5.193568719321926e-5,4.403426427239015e-5,1.4016602268723604e-5,3.2982667976382236e-6,8.32435058746586e-6,5.423342644612947e-5,8.701181108583072e-6,4.342505424045743e-5,5.471758967233072e-5,4.9286399228832897e-5,4.731198365463996e-5,4.8958657356619585e-5,4.964917420961491e-5,5.947940363101346e-5,1.3332710715584792e-5,5.423373603720833e-5,3.923924045993269e-5,5.211647022347146e-5,1.2279036790033253e-5,1.5767030736035827e-5,4.645087113529348e-5,5.598892514880722e-5,1.1290914505248216e-5,4.858111056581506e-5,8.63094231316028e-6,4.8749119708714814e-5,4.874911970871482e-5,4.874910772493166e-5,6.147470980337286e-5,5.111580678990579e-5,1.0521221082397315e-5,3.850309701685815e-5,9.620759189364995e-6,8.720847323584936e-6,1.0267944985046023e-5,1.2146010020984576e-5,5.113941791462631e-5,9.046713237104114e-6,1.2076200612680813e-5,7.953789419552807e-6,1.1498366319205149e-5,4.4034291684119585e-5,8.387373002174616e-6,1.0040301433206607e-5,9.033489340353656e-6,1.0550317588814634e-5,6.227294926647142e-5,1.4380254721092493e-5,8.55777374056441e-6,5.0790105013037776e-5,9.688101331294968e-6,9.987135667267576e-6,1.5763327165877836e-5,3.9239240459932695e-5
3.4298882756522004e-5,1.2450541277632959e-5,1.1935739914426116e-5,3.9033723834111854e-5,1.0317190278354721e-5,8.961177725068367e-6,5.313722778023175e-6,2.8616432915152482e-5,1.288826169049162e-5,3.891244126435391e-5,3.179844558537751e-5,4.47566724403643e-5,1.0453108869195212e-5,1.176412759971594e-5,4.077849844769181e-5,1.2305645584737648e-5,5.463359508856514e-6,3.9160774206487735e-5,5.313724458905116e-6,4.739793623805661e-5,4.739793623805661e-5,1.423637903259129e-5,3.4298882756522004e-5,2.177725240618546e-5,3.9033723834111854e-5,1.008545985354757e-5,5.253727553464566e-6,3.792736982350922e-5,3.792736982350922e-5,4.080349238813599e-5,3.2585311412381695e-5,8.936288424205645e-6,2.1024163409900146e-6,5.306219322977369e-6,4.2979894797105236e-5,1.116470170805517e-5,3.1709944623533234e-5,4.454828760700472e-5,3.883074204252029e-5,3.611102968557725e-5,3.7526029109813274e-5,3.791645396753088e-5,5.074548992209503e-5,1.3962505601032864e-5,4.298014306202037e-5,7.224928403316873e-6,4.1283099834348116e-5,1.347410436864105e-5,1.559253189585864e-5,3.5661889112846007e-5,4.307579511171161e-5,1.3480757808579739e-5,3.73163019360116e-5,1.0834276339882719e-5,3.5394725659853706e-5,3.5394725659853706e-5,3.539471684067855e-5,5.247991666330539e-5,3.928710615339275e-5,1.2841104071425402e-5,2.7134386872377e-5,1.1753120421935132e-5,1.1122575420706382e-5,1.2549470938075776e-5,1.3482987645465663e-5,3.792736982350922e-5,1.1343324994567814e-5,1.1229188329706651e-5,1.0214028518392487e-5,1.277180078151693e-5,3.2585331931404645e-5,5.34604064690165e-6,1.2584438582242511e-5,1.1432996488771099e-5,1.2876224859091426e-5,5.522311595750149e-5,9.173824959836576e-6,5.454884705413322e-6,3.9033723834111854e-5,1.2004895930698519e-5,1.2381202727934787e-5,1.0060417447210354e-5,7.224928403316873e-6
3.345511492930542e-5,8.93173434547284e-6,8.561016564204111e-6,3.788830241496868e-5,7.123360948223019e-6,6.1969769722785595e-6,3.5036777487237195e-6,2.807364698064722e-5,9.539308687617747e-6,3.761050495138511e-5,3.1084007070874806e-5,4.3059220520890044e-5,7.333851980246917e-6,8.304207663473067e-6,3.959119235068003e-5,8.963714218138262e-6,3.613008155391845e-6,3.818831122050055e-5,3.503678862019535e-6,4.555796493727864e-5,4.555796493727864e-5,1.0848196504113611e-5,3.345511492930542e-5,2.1544959301565768e-5,3.788830241496868e-5,7.070816337672639e-6,3.465011282417204e-6,3.698809617384835e-5,3.698809617384835e-5,3.947127582624448e-5,3.1789527580195985e-5,6.179713228468471e-6,NaN,3.4987080314041703e-6,4.153150107013637e-5,7.772876825127426e-6,3.099714695547127e-5,4.285745529409999e-5,3.753111616709511e-5,3.507279514018928e-5,3.6430928556262176e-5,3.683518143756686e-5,4.846554814835314e-5,1.0920174812428819e-5,4.153174240820489e-5,9.790859810473246e-6,3.988245198762112e-5,1.0265092261875163e-5,1.2588339138909767e-5,3.459974460593716e-5,4.1782638560943984e-5,9.78764630194499e-6,3.621291403222713e-5,7.642355052783058e-6,3.4626181475450556e-5,3.4626181475450556e-5,3.4626172808910495e-5,5.013266037170732e-5,3.813555080830379e-5,9.205669666313939e-6,2.6651548384305643e-5,8.422765441525527e-6,7.77155599838003e-6,8.989742396604132e-6,1.0204886420003536e-5,3.698809617384835e-5,8.006059759687735e-6,9.35661868269872e-6,7.108751264256029e-6,9.664612070936294e-6,3.1789547681959995e-5,3.52201799015568e-6,8.882005142599248e-6,8.024667048115887e-6,9.23095148301534e-6,5.2406399817690416e-5,6.436862435863792e-6,3.6073777618309263e-6,3.788830241496868e-5,8.53126301656878e-6,8.79567156821602e-6,7.053200893624019e-6,9.790859810473246e-6
1.9372748235223885e-5,3.6757632395803817e-6,3.522211127259133e-6,2.1030099870935297e-5,2.8051778262809575e-6,5.900788643636971e-6,3.527675761429598e-6,1.7099465376823768e-5,4.080363312035556e-6,2.098766194147272e-5,1.8411735134729434e-5,2.2765327145862893e-5,2.9402217756552483e-6,3.3532251052596324e-6,2.1590754782330534e-5,3.7577239881846873e-6,3.630896793143508e-6,2.1416210700788878e-5,3.5276768824015177e-6,2.404788726097004e-5,2.404788726097004e-5,4.779513048667055e-6,1.9372748235223753e-5,1.3918849494394705e-5,2.10300998709353e-5,6.6030919143443075e-6,3.488026171656026e-6,2.1002222718134713e-5,2.1002222718134713e-5,2.1596478663666972e-5,1.8719977796498034e-5,5.885655109262012e-6,7.033926441168892e-7,3.5226717785507528e-6,2.2257446191236577e-5,3.089630766031927e-6,1.8376549795226362e-5,2.2706807023059418e-5,2.096065828665495e-5,2.003021188596479e-5,2.05239482688777e-5,2.0657415388768022e-5,2.4294018310043597e-5,4.976174439912177e-6,2.225751937419072e-5,5.663251420514775e-6,2.1745008234537536e-5,4.537006548634494e-6,5.9333810676614834e-6,1.9868913225634196e-5,2.2720096737963064e-5,4.0875103185264985e-6,2.0451661275326616e-5,3.0829821328502758e-6,2.0058296755686776e-5,2.0058296755686776e-5,2.005829355759598e-5,2.4686441772855975e-5,2.1113193420171626e-5,3.785683810436236e-6,1.6452546568286467e-5,3.4616782728558758e-6,3.101603377692403e-6,3.693364049855862e-6,4.474735799787472e-6,2.1002222718134713e-5,3.2321055411323125e-6,4.726587667016122e-6,2.824235433215045e-6,4.250196010903013e-6,1.8719985785952676e-5,3.5482005370173272e-6,3.5864187133639032e-6,3.2191830457067184e-6,3.7961531795200522e-6,2.525860164332342e-5,6.055590783040771e-6,3.625238746646868e-6,2.1030099870935622e-5,3.471931054121869e-6,3.578321586171163e-6,6.5881192716627e-6,5.663251420514775e-6
9.256720498853584e-5,3.973197675934816e-5,3.8126896461771366e-5,0.0001055440772629613,3.392454067654755e-5,5.241057911427981e-5,3.851154893720716e-5,7.706046861345023e-5,4.027753902193963e-5,0.00010603125408360083,8.578923827609639e-5,0.00012192579150495317,3.398001351348541e-5,3.7995642371376345e-5,0.00010994076218373859,3.888859146890312e-5,3.901871744827873e-5,0.00010349092911163627,3.851156076764893e-5,0.0001255555459413592,0.0001255555459413592,4.360558978044842e-5,9.256720498853584e-5,5.8327750074097504e-5,0.0001055440772629613,5.5887575779889874e-5,3.803111065681764e-5,0.00010040636174237946,0.00010040636174237946,0.00011071558807646471,8.812502888799523e-5,5.227059895696172e-5,NaN,3.845873577512228e-5,0.00011647723046354357,3.644304792671262e-5,8.556265009433521e-5,0.00012140201948351434,0.0001058232415202852,9.794297676604e-5,0.00010165611133032464,0.00010253246354182565,0.00013881550787400238,4.2137550701934324e-5,0.00011647785392974796,2.851958910792532e-5,0.00011220274055751259,4.132813518476897e-5,4.6106803894241257e-5,9.696933763471629e-5,0.00011379091143361637,4.2607309293062015e-5,0.00010118943318421138,3.506584485068484e-5,9.375250597472252e-5,9.375250597472252e-5,9.375248392504909e-5,0.00014312517441873753,0.00010618428823509273,4.0969320484191194e-5,7.306488554511704e-5,3.757678197196474e-5,3.621706784063034e-5,4.00791675059207e-5,4.1518128266657276e-5,0.00010040636174237951,3.6666659737261354e-5,3.287441819622462e-5,3.340266530995675e-5,3.937942086397048e-5,8.812508144936116e-5,3.890651997450324e-5,4.059128666403878e-5,3.709163454380925e-5,4.107859150821219e-5,0.00015177089197800615,5.082183084820188e-5,3.895995690575018e-5,0.0001055440772629613,3.858125313934255e-5,3.977400294682786e-5,5.575445065367525e-5,2.8519589107925306e-5
3.236477685017338e-5,6.973858504123618e-6,6.6856095770961445e-6,3.71320109504742e-5,5.4831582242542636e-6,9.431556312505944e-6,5.73530057424785e-6,2.674948453395719e-5,7.544485660339975e-6,3.7352864021673704e-5,2.990234948569112e-5,4.327548297361381e-5,5.680510028859961e-6,6.443830060419129e-6,3.874233132076016e-5,7.04364095654729e-6,5.887655300780293e-6,3.793863123561541e-5,5.73530238022897e-6,4.8264312470804254e-5,4.8264312470804254e-5,8.682983658087864e-6,3.236477685017338e-5,2.0069518894672216e-5,3.71320109504742e-5,1.0539298153428403e-5,5.669954436791008e-6,3.674840632481939e-5,3.674840632481939e-5,3.906512160665264e-5,3.07590390675414e-5,9.40555340663956e-6,3.3824906200107887e-6,5.727238631020779e-6,4.120303151657818e-5,6.0002557662116e-6,2.9820952952322253e-5,4.308094382933861e-5,3.727670922125618e-5,3.4352246819743164e-5,3.5709244288393794e-5,3.602264226205286e-5,4.971106211565042e-5,8.845496520937407e-6,4.1203261805136494e-5,3.083482968836227e-5,3.962697113538352e-5,8.218757853221103e-6,1.0341040600655716e-5,3.4007799145720845e-5,4.247962763989676e-5,7.676193947300727e-6,3.554272203237747e-5,5.931142030652564e-6,3.394757675398101e-5,3.394757675398101e-5,3.394756851551573e-5,5.134317667161371e-5,3.736613541351857e-5,7.184405489673087e-6,2.5318124602371302e-5,6.575904136896533e-6,6.007885450286398e-6,7.014690664253185e-6,8.146910521188089e-6,3.674840632481939e-5,6.213361223275768e-6,7.827501719051102e-6,5.489301432600869e-6,7.71774453617956e-6,3.075905799428129e-5,5.772559268888238e-6,6.889137361585345e-6,6.213774945993982e-6,7.204047638604366e-6,5.4747932231724496e-5,9.588856975978603e-6,5.87856489705338e-6,3.713201095047413e-5,6.6371459852774675e-6,6.840682857540925e-6,1.0513343358891169e-5,3.083482968836227e-5
