KD,Vmax,ontology,response
0.0029479174842041932,1.6107958985360112e-8,Organic acids,positive
0.0014337037070423192,1.2205822082755349e-9,Organic acids,positive
0.00366493729213982,2.0055910443751454e-8,Organic acids,undefined
0.001980253734040824,7.2296926078067806e-9,Organic acids,negative
0.0014770184644758706,2.7120839214418197e-9,Organic acids,negative
0.002045721881621778,8.168520275801759e-9,Organic acids,negative
0.0018977089684419635,7.965881227934095e-9,Organic acids,undefined
0.0017078577536565583,8.657451764237688e-9,Organic acids,undefined
0.0014041786401984484,1.7677551514565034e-9,Organic acids,undefined
0.001579274720392551,2.0417309812040867e-9,Organic acids,positive
0.0014712410317208086,1.4637832396442237e-9,Organic acids,positive
0.0013617006145867053,5.676505203213891e-10,Organic acids,positive
0.0016624566897420917,6.142182447694446e-9,Organic acids,undefined
0.0014306509889986275,1.026287639363648e-9,Organic acids,negative
0.002018189143937703,4.2669264567235275e-9,Organic acids,positive
0.0018643395138598481,4.133985742195728e-9,Organic acids,positive
0.00156761426403472,3.88382381499554e-9,Organic acids,undefined
0.0012944418006786715,5.606674041190602e-10,Organic acids,undefined
0.003238594659179231,1.0660607193436781e-8,Organic acids,negative
0.007923046715634922,3.889732095206314e-8,Organic acids,positive
0.003725420497506956,1.0041461896645146e-8,Organic acids,positive
0.001778199015915515,3.0288879930627795e-9,Organic acids,undefined
0.0013597176288492583,7.49219916432265e-10,Organic acids,negative
0.001326475001092906,5.27101584939421e-10,Organic acids,negative
0.0014190528939949526,3.735173109467577e-9,Organic acids,positive
0.0015825522647332298,8.015741623812001e-9,Organic acids,positive
0.0033341473847367698,5.968042618991691e-8,Organic acids,undefined
0.0017980234413114105,2.7076438907721385e-9,Organic acids,positive
0.003810148469090211,1.4764558428258963e-8,Organic acids,positive
0.007066296220567017,3.950448145565231e-8,Amino acids,positive
0.030063128150646812,3.0316623398162476e-7,Amino acids,negative
0.00963881434919392,1.0036157164882613e-7,Amino acids,undefined
0.0070812301992582765,3.6774765770276136e-8,Amino acids,positive
0.007777496211817213,3.892128703456972e-8,Amino acids,positive
0.008394763790919767,4.6679916307834906e-8,Amino acids,positive
0.018380861482429116,9.673024864979883e-8,Amino acids,positive
0.005286989244262533,3.596485000810307e-8,Amino acids,positive
0.005815919741910769,7.784769950783007e-8,Amino acids,undefined
0.004316314601594753,4.897402552066899e-8,Amino acids,undefined
0.004193417667550486,3.429904340238047e-8,Amino acids,positive
0.00503121487087845,3.0533020424910994e-8,Amino acids,positive
0.006554500278708906,5.2776356951561045e-8,Amino acids,undefined
0.00866575762767988,8.719634931490654e-8,Amino acids,negative
0.005933425030412295,6.740258721223311e-8,Amino acids,negative
0.009811691048412848,1.040638065751468e-7,Amino acids,negative
0.009235183118351602,1.1645505595145192e-7,Amino acids,undefined
0.0032396578259139123,4.746198195557805e-8,Amino acids,undefined
0.003726920353649945,3.531906802027345e-8,Amino acids,undefined
0.006816728989435193,4.1328742684029936e-8,Amino acids,positive
0.005995227254571605,3.780558012513433e-8,Amino acids,positive
0.006774547907817497,3.369237264858037e-8,Amino acids,positive
0.009213453150205034,1.4067723945298332e-7,Amino acids,undefined
0.009711356239185124,5.701343617477176e-8,Amino acids,negative
0.007146995724172507,3.9128759960784005e-8,Amino acids,positive
0.007439233936998994,4.9691568617536815e-8,Amino acids,positive
0.0032765809549801213,3.122818414014972e-8,Amino acids,undefined
0.004244776606712537,4.672019914393201e-8,Amino acids,undefined
0.015692608320458684,9.091242807556808e-8,Amino acids,negative
0.06375797505837041,4.2390191569863446e-7,Amino acids,positive
0.007446321065182079,2.997562729260699e-8,Amino acids,positive
0.008631929668290064,5.02894428186656e-8,Amino acids,undefined
0.004477218912869266,2.701744650956012e-8,Amino acids,negative
0.0049627983903033565,3.12085698216796e-8,Amino acids,negative
0.001609205349441662,1.3651339412582949e-8,Amino acids,positive
0.0018103133860599336,2.0507195902381348e-8,Amino acids,positive
0.020333700198960816,6.398200767760555e-7,Amino acids,undefined
0.012464879432474579,6.5313056952158e-8,Amino acids,positive
0.0055604124014280235,2.999631324863838e-8,Amino acids,positive
0.001512634676011971,1.7915864605738008e-10,Organic acids,positive
0.003078753327223091,1.2249140766934333e-8,Organic acids,negative
0.0015684717258670337,7.965204099113184e-10,Organic acids,undefined
0.002223572230741047,3.347387023337397e-9,Organic acids,positive
0.0021793351827334878,2.9868756283908294e-9,Organic acids,positive
0.002176059379051383,3.2648155751015486e-9,Organic acids,positive
0.002624754685365206,4.6931117943298625e-9,Organic acids,positive
0.002243794561080822,4.7953133344137425e-9,Organic acids,positive
0.0015157433177016644,4.835260838995657e-10,Organic acids,undefined
0.0015013057741859127,2.8556283102430896e-10,Organic acids,undefined
0.0023121695873299223,6.728170560808108e-9,Organic acids,positive
0.0015658273847617792,5.09827799302781e-10,Organic acids,positive
0.0026655821310611607,8.3771995161208e-9,Organic acids,undefined
0.0018352169234888038,3.0197869892608322e-9,Organic acids,negative
0.0015871768348554467,1.132816591802237e-9,Organic acids,negative
0.0018674855781534096,3.4119280844310423e-9,Organic acids,negative
0.0017945313590746455,3.3272873128986264e-9,Organic acids,undefined
0.0017009554215549395,3.6161510061392796e-9,Organic acids,undefined
0.0015512747477751255,7.383777286468319e-10,Organic acids,undefined
0.001637578013617849,8.528153252260147e-10,Organic acids,positive
0.0015843291907825707,6.11410999328318e-10,Organic acids,positive
0.0015303377151883292,2.371032557957801e-10,Organic acids,positive
0.0016785776499668545,2.56554236084468e-9,Organic acids,undefined
0.0015643227277952984,4.2867245244189304e-10,Organic acids,negative
0.001853914942094095,1.782262358462211e-9,Organic acids,positive
0.0017780838583274304,1.7267340446248312e-9,Organic acids,positive
0.0016318306807033608,1.62224333195583e-9,Organic acids,undefined
0.0014971864573729832,2.341864618743459e-10,Organic acids,undefined
0.0024554417238533263,4.452853620027825e-9,Organic acids,negative
0.004764365548462176,1.62471117515156e-8,Organic acids,positive
0.0026953937530348406,4.194241392214089e-9,Organic acids,positive
0.0017356259901348749,1.2651432155639144e-9,Organic acids,undefined
0.0015293603195489097,3.129433958636307e-10,Organic acids,negative
0.0015129753305909229,2.2016627740161973e-10,Organic acids,negative
0.0015586061322252446,1.5601530757237656e-9,Organic acids,positive
0.0016391934854218509,3.34811361671532e-9,Organic acids,positive
0.00250253879345447,2.4928054939326826e-8,Organic acids,undefined
0.0017453972691562247,1.1309620251455933e-9,Organic acids,positive
0.0027371553998276088,6.167042481957398e-9,Organic acids,positive
0.0014197695528476238,1.7540007306316927e-9,Nucleotides,positive
0.006763754966196716,5.5677912576974256e-8,Nucleotides,negative
0.0020174219276002333,9.74762739401963e-9,Nucleotides,undefined
0.00133510000854084,1.1379035141492704e-9,Nucleotides,positive
0.0013842963348631595,1.349637185502042e-9,Nucleotides,positive
0.001195131083598411,3.400343553892402e-10,Nucleotides,positive
0.0029079049891386774,9.359482210914254e-9,Nucleotides,positive
0.0027976496395238242,1.3413463872485992e-8,Nucleotides,positive
0.0017477088343617895,9.467643600830653e-9,Nucleotides,undefined
0.001529515531524915,5.5914400480284265e-9,Nucleotides,undefined
0.0013106209066654708,1.7899511221365437e-9,Nucleotides,positive
0.0011767501716504864,2.7729561733639994e-10,Nucleotides,positive
0.002038126345067175,8.201454071726657e-9,Nucleotides,undefined
0.00198835369920431,9.238858795815479e-9,Nucleotides,negative
0.0019830440399826316,1.1090512087574347e-8,Nucleotides,negative
0.0026199977041552287,1.670174586784426e-8,Nucleotides,negative
0.0017415854767009783,8.143710206395238e-9,Nucleotides,undefined
0.001138810895764452,0.0,Nucleotides,undefined
0.0014252812103529395,3.6144364339355407e-9,Nucleotides,undefined
0.0014215233710808337,1.9267479106773863e-9,Nucleotides,positive
0.0013216364616128397,1.3301871003257886e-9,Nucleotides,positive
0.0013876494236191464,1.3927743697094778e-9,Nucleotides,positive
0.002034168827957777,1.4651698797364724e-8,Nucleotides,undefined
0.0014745794488802357,2.0983966203449305e-9,Nucleotides,negative
0.002438732583306506,7.931237450245056e-9,Nucleotides,positive
0.0025363080483609564,1.0330887446473348e-8,Nucleotides,positive
0.0014342253781071763,3.970525637654128e-9,Nucleotides,undefined
0.0015493731078351216,5.731836479442031e-9,Nucleotides,undefined
0.002373017214799591,7.265728517527919e-9,Nucleotides,negative
0.011870579799409888,6.868613677532025e-8,Nucleotides,positive
0.001203275403244255,2.871503716122903e-10,Nucleotides,positive
0.0012090245571831815,4.4235776767969035e-10,Nucleotides,undefined
0.0013424835123019723,1.5318907489828073e-9,Nucleotides,negative
0.0012096940946813325,5.388685111228455e-10,Nucleotides,negative
0.0012958958722623336,3.818556479044181e-9,Nucleotides,positive
0.0011388108955923432,0.0,Nucleotides,positive
0.004372612902346586,1.0168786979911879e-7,Nucleotides,undefined
0.0021587202827434656,5.536177745467939e-9,Nucleotides,positive
0.001454273954974513,1.997756460115776e-9,Nucleotides,positive
0.0016036825541865135,5.851215501096396e-10,Nucleotides,positive
0.003923213472459617,1.8573735999628275e-8,Nucleotides,negative
0.0018630906652481864,3.2517357325306557e-9,Nucleotides,undefined
0.001566932149635428,3.7959611786161517e-10,Nucleotides,positive
0.0015882855761782894,4.502288900313967e-10,Nucleotides,positive
0.0015061793174532114,1.1343292259874345e-10,Nucleotides,positive
0.002249600513923551,3.1222533969535115e-9,Nucleotides,positive
0.002201744714823158,4.4746314162492165e-9,Nucleotides,positive
0.001746023006854715,3.1583352292040063e-9,Nucleotides,undefined
0.0016513172633049623,1.8652626598788463e-9,Nucleotides,undefined
0.0015563071143369334,5.971143323457056e-10,Nucleotides,positive
0.0014982011718799157,9.250374792948337e-11,Nucleotides,positive
0.0018720773171090695,2.7359438544095935e-9,Nucleotides,undefined
0.0018504737418682416,3.0820143261312927e-9,Nucleotides,negative
0.001848169110066775,3.6997120416558297e-9,Nucleotides,negative
0.002124635754954148,5.571577742850071e-9,Nucleotides,negative
0.0017433651931970618,2.7166809319934358e-9,Nucleotides,undefined
0.001481733814135917,0.0,Nucleotides,undefined
0.0016060748623620894,1.2057490125648112e-9,Nucleotides,undefined
0.0016044437904740977,6.427487198138408e-10,Nucleotides,positive
0.0015610883624703079,4.437404868116357e-10,Nucleotides,positive
0.001589740968070228,4.6461913266358185e-10,Nucleotides,positive
0.0018703595760254364,4.887697343755418e-9,Nucleotides,undefined
0.001627472523402635,7.000094479999809e-10,Nucleotides,negative
0.002045958509473115,2.645801606652512e-9,Nucleotides,positive
0.0020883106662535796,3.4463069319883884e-9,Nucleotides,positive
0.00160995703494294,1.3245377127166572e-9,Nucleotides,undefined
0.0016599363478740246,1.9120978613379725e-9,Nucleotides,undefined
0.0020174350728864926,2.423792794727432e-9,Nucleotides,negative
0.006139805992576406,2.291318248570171e-8,Nucleotides,positive
0.001509714319846677,9.579122039010309e-11,Nucleotides,positive
0.0015122097121959789,1.4756724909376924e-10,Nucleotides,undefined
0.0015701369235886565,5.110273182843116e-10,Nucleotides,negative
0.001512500321695777,1.7976251265295547e-10,Nucleotides,negative
0.0015499157846590123,1.27384193585533e-9,Nucleotides,positive
0.0014817338139119817,0.0,Nucleotides,positive
0.002885349871030391,3.392231426424725e-8,Nucleotides,undefined
0.0019244205301533496,1.8468275682781854e-9,Nucleotides,positive
0.0016186590223763269,6.664366418271134e-10,Nucleotides,positive
0.012136644177470155,8.18745729650825e-8,Amino acids,positive
0.05501927149146158,6.283238009981861e-7,Amino acids,negative
0.016933667371960726,2.080032573032666e-7,Amino acids,undefined
0.012164491849900837,7.621713113010595e-8,Amino acids,positive
0.013462832248210656,8.066587986439319e-8,Amino acids,positive
0.014613862773986765,9.674594053437287e-8,Amino acids,positive
0.03323512795208208,2.0047719927419447e-7,Amino acids,positive
0.008818736816402384,7.453854923959185e-8,Amino acids,positive
0.009805043516151987,1.6134238239964785e-7,Amino acids,undefined
0.007008701457131061,1.0150057102729324e-7,Amino acids,undefined
0.006779533220537601,7.108610031581445e-8,Amino acids,positive
0.00834178950628386,6.32808713469658e-8,Amino acids,positive
0.01118228860787503,1.0938105067681045e-7,Amino acids,undefined
0.015119190105225493,1.8071782241431405e-7,Amino acids,negative
0.010024157849359037,1.396944812688769e-7,Amino acids,negative
0.01725603382167077,2.1567628305729908e-7,Amino acids,negative
0.016181008584127483,2.413576289149263e-7,Amino acids,undefined
0.005001039210566781,9.836680198047264e-8,Amino acids,undefined
0.005909646858981472,7.320014097466002e-8,Amino acids,undefined
0.011671271442871334,8.565542525187553e-8,Amino acids,positive
0.01013940162527814,7.835353393810224e-8,Amino acids,positive
0.011592615582437496,6.982875160327536e-8,Amino acids,positive
0.016140488301663907,2.9155904549841105e-7,Amino acids,undefined
0.01706893760581744,1.1816256202025238e-7,Amino acids,negative
0.012287126067673994,8.109587556639171e-8,Amino acids,positive
0.01283206818864298,1.0298770697935088e-7,Amino acids,positive
0.005069890467462805,6.472162516093206e-8,Amino acids,undefined
0.006875303205465288,9.682942827757929e-8,Amino acids,undefined
0.02822229145264879,1.8841954005299087e-7,Amino acids,negative
0.1178506896076218,8.785531931577915e-7,Amino acids,positive
0.012845283690566284,6.212565241991086e-8,Amino acids,positive
0.015056110469747135,1.0422682449464372e-7,Amino acids,undefined
0.007308742768672506,5.5994707791834446e-8,Amino acids,negative
0.008214212001366794,6.468097372368829e-8,Amino acids,negative
0.0019607036498115087,2.8292931425042375e-8,Amino acids,positive
0.002335713608155798,4.250196041944319e-8,Amino acids,positive
0.03687662323021329,1.3260519725928608e-6,Amino acids,undefined
0.02220348436674832,1.353638486055088e-7,Amino acids,positive
0.009328594147333526,6.216852486764432e-8,Amino acids,positive
0.0012867029295971749,6.84838510526504e-10,Organic acids,positive
0.006048683767191965,4.682265412616537e-8,Organic acids,negative
0.001456482506152254,3.0447196556337085e-9,Organic acids,undefined
0.003448398028323115,1.2795472580675377e-8,Organic acids,positive
0.0033138897171163923,1.141740854538474e-8,Organic acids,positive
0.0033039292237975505,1.2479841106190218e-8,Organic acids,positive
0.004668243765951044,1.7939539964673878e-8,Organic acids,positive
0.003509886568476218,1.8330207967724888e-8,Organic acids,positive
0.001296155145842619,1.8482908326536302e-9,Organic acids,undefined
0.0012522559779789427,1.0915712312192014e-9,Organic acids,undefined
0.0037177894400220375,2.5718604191484917e-8,Organic acids,positive
0.0014484420542608554,1.9488298130345216e-9,Organic acids,positive
0.0047923847522688585,3.2022059583806477e-8,Organic acids,undefined
0.0022675548464331113,1.1543213064751304e-8,Organic acids,negative
0.0015133577438611358,4.3302204191757875e-9,Organic acids,negative
0.0023656717515915973,1.3042182438780779e-8,Organic acids,negative
0.0021438452680067758,1.2718640923025468e-8,Organic acids,undefined
0.001859315854488709,1.3822829784559707e-8,Organic acids,undefined
0.0014041929302156704,2.822467768206319e-9,Organic acids,undefined
0.0016666088703151502,3.2599084104202606e-9,Organic acids,positive
0.0015046991237132698,2.3371341953846972e-9,Organic acids,positive
0.0013405312479431808,9.063332644753372e-10,Organic acids,positive
0.0017912734239818463,9.806851345208336e-9,Organic acids,undefined
0.0014438669554099504,1.6386114223034816e-9,Organic acids,negative
0.002324408524939865,6.8127434862719365e-9,Organic acids,positive
0.002093834572250107,6.600485085255327e-9,Organic acids,positive
0.0016491333813508228,6.201066661401124e-9,Organic acids,undefined
0.001239730676839094,8.951837450486943e-10,Organic acids,undefined
0.004153426400323931,1.702114694345107e-8,Organic acids,negative
0.011173999841391538,6.210500055186851e-8,Organic acids,positive
0.004883030740340391,1.6032595082866145e-8,Organic acids,positive
0.0019647360811608657,4.836042325705066e-9,Organic acids,undefined
0.0013375593535071713,1.1962341411852094e-9,Organic acids,negative
0.0012877387327120632,8.415912310232565e-10,Organic acids,negative
0.0014264849272093267,5.963725067613028e-9,Organic acids,positive
0.0016715209156243512,1.2798250002461291e-8,Organic acids,positive
0.004296630967087807,9.52881280957203e-8,Organic acids,undefined
0.0019944468846319016,4.323131290658923e-9,Organic acids,positive
0.005010012282651873,2.357367774673136e-8,Organic acids,positive
0.007033168338091812,3.269746395877919e-8,Amino acids,positive
0.02921779040303448,2.509276579230905e-7,Amino acids,negative
0.009514829403942956,8.306826848285083e-8,Amino acids,undefined
0.007047574873487596,3.0438105603689806e-8,Amino acids,positive
0.00771924992821897,3.221475977278156e-8,Amino acids,positive
0.008314716642806766,3.863649957759097e-8,Amino acids,positive
0.017948121968518624,8.006265877710963e-8,Amino acids,positive
0.005316703525597362,2.9767746432590957e-8,Amino acids,positive
0.00582695307756282,6.443376181987442e-8,Amino acids,undefined
0.004380311497291868,4.05353108146997e-8,Amino acids,undefined
0.004261755078607686,2.8388974975634702e-8,Amino acids,positive
0.005069962677785124,2.527187544575026e-8,Amino acids,positive
0.006539448177896938,4.368246248812426e-8,Amino acids,undefined
0.008576139427855185,7.217154570835003e-8,Amino acids,negative
0.005940308274659718,5.578844690252552e-8,Amino acids,negative
0.009681600385601096,8.61325712811599e-8,Amino acids,negative
0.009125453757024735,9.638868438419649e-8,Amino acids,undefined
0.0033416804486865416,3.9283807487686887e-8,Amino acids,undefined
0.003811733674152499,2.9233239143943414e-8,Amino acids,undefined
0.00679241540658859,3.42073867211685e-8,Amino acids,positive
0.005999927747025119,3.1291300329306076e-8,Amino acids,positive
0.00675172409063584,2.7886839663986757e-8,Amino acids,positive
0.009104491255220988,1.1643714326432031e-7,Amino acids,undefined
0.009584809235000755,4.718945055850184e-8,Amino acids,negative
0.0071110176694153425,3.238648303751874e-8,Amino acids,positive
0.007392934514492158,4.11292140551471e-8,Amino acids,positive
0.00337729951422911,2.5847255495985468e-8,Amino acids,undefined
0.004311300105437065,3.866984127789708e-8,Amino acids,undefined
0.015354813438259951,7.524730690980053e-8,Amino acids,negative
0.06172259134503781,3.508593734149721e-7,Amino acids,positive
0.007399771337092141,2.4810526728267636e-8,Amino acids,positive
0.008543506215742621,4.1624068548180716e-8,Amino acids,undefined
0.004535532935840361,2.236207009820627e-8,Amino acids,negative
0.0050039625535425025,2.583102092087852e-8,Amino acids,negative
0.0017688128426022805,1.1299077015681897e-8,Amino acids,positive
0.0019628180777652745,1.697360082213655e-8,Amino acids,positive
0.019831989668720285,5.295726745324763e-7,Amino acids,undefined
0.012241082567601858,5.4058963617286536e-8,Amino acids,positive
0.005580469831493861,2.482764828705961e-8,Amino acids,positive
0.01087992782162777,6.140592972381188e-8,Amino acids,positive
0.048324936921972476,4.7124285074863953e-7,Amino acids,negative
0.01506867716893414,1.5600244297744993e-7,Amino acids,undefined
0.010904244343559953,5.7162848347579465e-8,Amino acids,positive
0.012037952119300512,6.049940989829491e-8,Amino acids,positive
0.01304302926153985,7.255945540077965e-8,Amino acids,positive
0.0293030741265197,1.5035789945564584e-7,Amino acids,positive
0.007982738933932275,5.590391192969389e-8,Amino acids,positive
0.008843979619523493,1.2100678679973588e-7,Amino acids,undefined
0.0064022203242959964,7.612542827046995e-8,Amino acids,undefined
0.006202111160230103,5.331457523686083e-8,Amino acids,positive
0.007566269666855765,4.746065351022434e-8,Amino acids,positive
0.010046586787581696,8.203578800760783e-8,Amino acids,undefined
0.01348427989616953,1.3553836681073556e-7,Amino acids,negative
0.00903530973884846,1.0477086095165766e-7,Amino acids,negative
0.015350166793034203,1.617572122929743e-7,Amino acids,negative
0.014411457289342604,1.810182216861947e-7,Amino acids,undefined
0.004649134382463094,7.377510148535448e-8,Amino acids,undefined
0.00544252843955787,5.490010573099501e-8,Amino acids,undefined
0.010473565446614907,6.424156893890666e-8,Amino acids,positive
0.009135940332362513,5.876515045357669e-8,Amino acids,positive
0.010404883334668383,5.2371563702456524e-8,Amino acids,positive
0.014376075074197829,2.1866928412380827e-7,Amino acids,undefined
0.015186794818318885,8.862192151518928e-8,Amino acids,negative
0.011011328253482408,6.082190667479379e-8,Amino acids,positive
0.0114871704291363,7.724078023451317e-8,Amino acids,positive
0.004709255137708906,4.854121887069905e-8,Amino acids,undefined
0.0062857372853483045,7.262207120818447e-8,Amino acids,undefined
0.024925877109988566,1.4131465503974314e-7,Amino acids,negative
0.10318918313338765,6.589148948683436e-7,Amino acids,positive
0.011498710174268068,4.659423931493315e-8,Amino acids,positive
0.01342919890714247,7.81701183709828e-8,Amino acids,undefined
0.006664215690365441,4.199603084387584e-8,Amino acids,negative
0.007454869290250106,4.8510730292766215e-8,Amino acids,negative
0.001994320536590405,2.1219698568781784e-8,Amino acids,positive
0.0023217783483541962,3.1876470314582397e-8,Amino acids,positive
0.03248281922072936,9.945389794446455e-7,Amino acids,undefined
0.019670268948330325,1.0152288645413162e-7,Amino acids,positive
0.008427945153616603,4.6626393650733233e-8,Amino acids,positive
0.005707162925682059,2.633632097043487e-8,Amino acids,positive
0.022964728322006717,2.021108226544165e-7,Amino acids,negative
0.007637663612602348,6.690771443255074e-8,Amino acids,undefined
0.005718369865606452,2.451651051351742e-8,Amino acids,positive
0.006240870368349935,2.5947524689713146e-8,Amino acids,positive
0.006704087895258929,3.111994420522327e-8,Amino acids,positive
0.014197978118455044,6.448683243319922e-8,Amino acids,positive
0.004371913505367461,2.3976566672068717e-8,Amino acids,positive
0.004768840033379152,5.189846633855338e-8,Amino acids,undefined
0.0036434879041661768,3.264935034711267e-8,Amino acids,undefined
0.003551262075724884,2.2866028934920312e-8,Amino acids,positive
0.004179972154976228,2.035534694994066e-8,Amino acids,positive
0.005323094721720571,3.5184237967707354e-8,Amino acids,undefined
0.00690745042250215,5.813089954327103e-8,Amino acids,negative
0.00485701979687417,4.493505814148873e-8,Amino acids,negative
0.007767395870999608,6.937587105009788e-8,Amino acids,negative
0.0073347657011231075,7.763670396763461e-8,Amino acids,undefined
0.0028355298875054153,3.164132130371871e-8,Amino acids,undefined
0.003201187425167554,2.354604534684897e-8,Amino acids,undefined
0.0055198796153055705,2.7552495122686628e-8,Amino acids,positive
0.00490339818187565,2.5203720083422884e-8,Amino acids,positive
0.0054882255693605286,2.246158176572024e-8,Amino acids,positive
0.007318458831225136,9.37848263019889e-8,Amino acids,undefined
0.007692101389697151,3.8008957449847845e-8,Amino acids,negative
0.005767722439494965,2.6085839973856002e-8,Amino acids,positive
0.005987027432656281,3.31277124116912e-8,Amino acids,positive
0.0028632381960426263,2.081878942676648e-8,Amino acids,undefined
0.0035898034823834118,3.1146799429288004e-8,Amino acids,undefined
0.012180626124683252,6.060828538371206e-8,Amino acids,negative
0.048250429665442574,2.82601277132423e-7,Amino acids,positive
0.00599234584253394,1.9983751528404658e-8,Amino acids,positive
0.006882064829253086,3.352629521244373e-8,Amino acids,undefined
